composition_label,n_positions,D_act,D_coke,D_rem,D_CO2,z
Co24Ni17Pd29Rh21Ru17,8,1.6035461202263832,1.247408926486969,-0.5831606984138489,1.2789721488952637,0.6573201321631859
Co18Ni26Pd16Rh22Ru26,8,1.875593513250351,1.6490931113560994,-0.9496879577636719,0.19656977653503419,0.6564110260152438
Co20Ni16Pd28Rh22Ru22,8,2.414131797850132,2.0305330753326416,-1.3042084376017253,-0.46123828887939444,0.655591389027533
Co18Ni16Pd16Rh33Ru25,8,1.8293453976511955,1.4319194157918294,-1.0588510433832805,0.3764801472425462,0.654127714149506
Co18Ni32Pd20Rh19Ru19,8,2.2133317217230797,2.138894498348236,-1.3330397605895996,-1.010952115058899,0.6538826839273267
Co17Ni20Pd34Rh15Ru22,8,1.6472419649362564,1.330888557434082,-0.4441197395324707,1.3884819149971008,0.6521722072422151
Co21Ni23Pd27Rh15Ru22,8,2.4666642509400845,1.8043851852416992,-0.8337788581848147,0.8652463981083462,0.651390375699614
Co24Ni24Pd24Rh15Ru21,8,2.345807693898678,1.6517921288808186,-1.0295399030049641,0.6627041498819987,0.6490433368372961
Co15Ni15Pd26Rh31Ru21,8,1.447385098785162,1.032672609601702,-0.6279993057250975,1.3825180927912393,0.6468474346944291
Co20Ni16Pd23Rh28Ru21,8,2.0866343416273594,1.6873145699501038,-0.824226438999176,0.5737457190241132,0.6442733601940569
Co23Ni21Pd27Rh19Ru18,8,2.1662701219320297,1.8155803084373474,-0.9085714817047119,0.2730726401011149,0.6435596636877209
Co19Ni31Pd27Rh13Ru18,8,2.5181534625589848,2.146948456764221,-1.0619099140167236,-0.19515838623046874,0.6412722469923025
Co23Ni16Pd23Rh25Ru21,8,1.9869419001042843,1.530575370788574,-0.7085404992103577,0.9413543428693499,0.6406011693075683
Co26Ni15Pd25Rh22Ru20,8,1.9048419333994389,1.7294717311859131,-0.5577914714813232,0.6813130378723143,0.6392848709589687
Co15Ni20Pd23Rh21Ru29,8,2.5346633046865463,1.8808624744415283,-1.0961103439331055,0.2978352819170271,0.6387198086975183
Co23Ni22Pd22Rh22Ru19,8,2.1778036653995514,2.033886092049735,-0.8953035218375069,-0.16314102709293365,0.6356961087833736
Co22Ni28Pd17Rh24Ru17,8,2.3313122913241386,1.763335108757019,-0.9800107479095459,0.4379734992980957,0.6331573216661344
Co14Ni25Pd28Rh15Ru26,8,2.2877614609897137,1.5322723388671875,-1.1382994254430134,0.5689714699983598,0.6318984544308559
Co21Ni19Pd25Rh23Ru20,8,2.1667520999908447,1.8469261229038239,-1.0659576654434204,-0.11146306991577164,0.6313122189518121
Co21Ni18Pd29Rh19Ru21,8,2.287007786333561,2.0954920649528503,-1.0991551876068115,-0.5099580287933348,0.6312574124612366
Co12Ni24Pd17Rh33Ru22,8,2.647545486688614,1.8863437970479329,-1.151593844095866,0.3137222017560685,0.631156746771387
Co23Ni23Pd23Rh21Ru18,8,2.2398223504424095,1.9615284204483032,-0.9810814261436462,-0.10799260139465332,0.6288324588099617
Co28Ni13Pd28Rh18Ru21,8,2.437218874692917,1.8705523610115051,-0.9592413902282714,0.3815561362675258,0.6285212296222851
Co22Ni16Pd22Rh22Ru26,8,2.4338778890669346,1.8938588500022888,-1.2363613843917847,-0.1544160544872284,0.6272489879843262
Co19Ni24Pd23Rh20Ru22,8,1.8731264173984528,1.268457508087158,-0.7372248649597167,1.214839220046997,0.6272310771513506
Co17Ni22Pd21Rh16Ru32,8,2.242731511592865,1.4713612794876099,-1.3370864391326904,0.26398425102233886,0.6260227202573644
Co24Ni23Pd29Rh18Ru14,8,1.80383812636137,1.6321727832158408,-1.024065375328064,-0.12270859877268477,0.6248995850297162
Co16Ni24Pd24Rh25Ru19,8,1.9694429077208042,1.6974071025848387,-1.0080748558044432,-0.011058739253452845,0.6227221375845873
Co23Ni19Pd22Rh22Ru22,8,2.3846281245350838,2.174661636352539,-1.4978276093800862,-1.2641188144683837,0.6220695628879335
Co31Ni24Pd20Rh19Ru14,8,2.4267835170030594,2.0530618826548257,-0.9889108339945475,-0.0830603539943695,0.6214100870153886
Co14Ni24Pd15Rh30Ru25,8,2.613164462149143,1.7493705749511719,-1.3446435530980427,0.1630787968635558,0.6192469664422288
Co18Ni17Pd29Rh24Ru20,8,2.202548921108246,1.6400620937347412,-0.8698054790496825,0.6465757148606437,0.6190820570232307
Co18Ni30Pd24Rh17Ru19,8,2.057478405535221,1.4690345014844621,-0.7676713466644287,0.9698919057846069,0.618337514027232
Co14Ni25Pd20Rh26Ru23,8,1.7290952503681183,1.3090268373489382,-0.5911031961441042,1.150029500325521,0.6175469987710922
Co13Ni29Pd22Rh27Ru17,8,2.199164167046547,1.7028999030590057,-0.9690884649753571,0.3365856905778249,0.6175339932940936
Co20Ni19Pd23Rh20Ru26,8,2.304579809308052,1.976956566174825,-0.7813374996185303,0.2392547527949016,0.6152985951512961
Co22Ni14Pd27Rh26Ru19,8,2.5873474217951298,1.9413102626800536,-1.4235302925109863,-0.42173532644907624,0.6133534368869352
Co19Ni21Pd24Rh25Ru19,8,2.160026825964451,1.92428990205129,-1.087359142303467,-0.3948720932006836,0.6114694368958661
Co14Ni25Pd30Rh14Ru25,8,2.8404672369360924,2.1203938484191895,-1.2238012313842774,-0.12904753684997558,0.6051166101607276
Co19Ni16Pd21Rh22Ru30,8,1.693079724907875,1.5915447076161702,-0.5086402893066406,0.6183702945709229,0.6047212058141279
Co19Ni24Pd14Rh20Ru31,8,2.292220313102007,1.796658618109567,-0.6981705256870815,0.68443164229393,0.6035195549536987
Co16Ni32Pd27Rh18Ru15,8,2.4389018826186657,1.6828152452196394,-0.9656903743743898,0.6348623832066854,0.5991503845123503
Co15Ni18Pd24Rh24Ru27,8,2.7479367069900036,1.8340204954147339,-1.332598368326823,0.11228835582733161,0.5987056191077935
Co26Ni20Pd22Rh23Ru17,8,2.110346756875515,1.90517315864563,-1.0773708820343018,-0.47349505424499505,0.594877586790268
Co18Ni20Pd20Rh30Ru20,8,2.287086933851242,1.5446037650108337,-0.6800600290298462,1.1843094825744624,0.5946327522650533
Co16Ni23Pd22Rh31Ru16,8,1.8406271636486053,1.3588573535283406,-0.6521240075429281,1.002019269125802,0.5945371696245909
Co19Ni24Pd18Rh24Ru23,8,2.6210460998117924,1.887288284301758,-0.9254325628280642,0.5153200626373293,0.5937435769712827
Co20Ni15Pd20Rh32Ru21,8,1.7624407559633255,1.2741334438323975,-0.7084845815386089,0.9465434153874713,0.5886862347495931
Co18Ni24Pd28Rh11Ru27,8,2.3675795793533325,1.9784770965576173,-0.845949363708496,0.09823294480641682,0.5876306594566313
Co21Ni23Pd23Rh18Ru23,8,2.5613222755491734,2.08289901415507,-1.0466071764628093,-0.20747547149658194,0.5850493420823686
Co24Ni15Pd30Rh24Ru15,8,2.247975043952465,1.5965696275234222,-0.8593002557754517,0.6736174651554652,0.584191120743057
Co16Ni18Pd28Rh21Ru25,8,2.3366906493902206,1.3188388049602509,-0.8145286696297782,1.4350707530975342,0.5841447672111751
Co23Ni23Pd18Rh18Ru26,8,2.6969521269202232,2.0488216876983643,-0.8569998741149902,0.34302960123334614,0.5774321875501898
Co19Ni22Pd26Rh20Ru21,8,2.6403847858309746,1.9896645545959473,-1.1383337020874025,-0.10308273633321119,0.5766981678511337
Co22Ni20Pd18Rh24Ru24,8,2.3696575351059437,1.8710300127665203,-0.8631019194920858,0.23123649756113696,0.5732387054622503
Co18Ni18Pd26Rh19Ru27,8,2.077280219644308,1.6695061127344768,-0.9003274043401083,0.17720297972361254,0.5729780080806356
Co24Ni18Pd22Rh25Ru19,8,2.266772039234638,1.7645847002665203,-0.8494194348653158,0.3211048046747844,0.5707956493943016
Co16Ni18Pd26Rh23Ru25,8,2.8246000558137894,1.8269190788269043,-1.339716911315918,0.10562109947204586,0.5707665265394176
Co25Ni22Pd14Rh23Ru24,8,2.4484018720686436,1.9097649256388347,-0.8867085774739585,0.20026254653930664,0.5686291989295873
Co19Ni25Pd24Rh20Ru20,8,2.276972535997629,1.8318267345428467,-0.8621476650238037,0.15365684032440186,0.565144467335886
Co17Ni22Pd23Rh19Ru27,8,1.739750374108553,1.331178367137909,-0.6722764372825623,0.7659753262996674,0.5648248888557995
Co16Ni13Pd19Rh32Ru28,8,3.0304132029414177,1.6244264841079712,-1.6803110837936401,0.16845588684082022,0.5610571590852443
Co21Ni27Pd19Rh19Ru22,8,2.474155679345131,1.7938084602355957,-0.9186404943466187,0.37959980964660645,0.5597777117903611
Co18Ni28Pd24Rh20Ru18,8,2.053445253521204,1.6265433231989543,-0.8205702304840088,0.31267850739615294,0.5588503421933979
Co20Ni19Pd27Rh18Ru24,8,2.1193342953920364,1.8572475115458171,-0.7719360192616781,0.011141240596771296,0.5571149434644678
Co19Ni21Pd21Rh24Ru23,8,2.4845150485634804,1.580027437210083,-0.9615190982818603,0.7285947004954022,0.5536434961320401
Co21Ni16Pd19Rh26Ru26,8,2.378300592303276,1.7211843132972717,-1.0066232681274414,0.20543479919433594,0.5501076989170886
Co22Ni16Pd19Rh28Ru23,8,2.720417607575655,2.2620579401652017,-0.613401730855306,0.25116151571273804,0.5497244122065678
Co21Ni22Pd22Rh27Ru16,8,2.3011136762797832,1.5106366872787476,-0.852432042360306,0.7796292304992677,0.5464925493555344
Co21Ni25Pd21Rh22Ru19,8,2.069159399718046,1.2732831954956056,-0.9361390113830567,0.7998491764068603,0.5461613444627776
Co24Ni11Pd24Rh27Ru22,8,1.6943390294909477,1.6651850700378419,-0.5730959892272949,0.12225461006164551,0.546143046908033
Co16Ni22Pd28Rh18Ru24,8,2.532602619379759,1.8468618392944336,-1.0835676670074463,0.0016109943389892578,0.5437748989627686
Co12Ni24Pd22Rh28Ru22,8,2.945296175777912,1.898855447769165,-1.0564809799194335,0.49495701789855956,0.5415072144577028
Co16Ni18Pd28Rh16Ru30,8,2.535935088992119,1.9838764270146687,-1.1470565398534138,-0.41301860809326163,0.5360195676449756
Co15Ni27Pd22Rh24Ru20,8,1.8960841745138168,1.303989589214325,-0.8465847373008728,0.6155608654022215,0.5359274972769721
Co17Ni19Pd30Rh25Ru17,8,2.660150606185198,1.956405222415924,-1.1393061876297002,-0.181645075480143,0.5343659108835949
Co28Ni22Pd21Rh19Ru18,8,2.356438532471657,1.8355343341827393,-0.5711601575215659,0.6321916580200198,0.534255929114366
Co14Ni19Pd19Rh30Ru26,8,2.8438738621771336,2.0039461255073547,-0.8804594278335571,0.41421711444854725,0.533153735962121
Co17Ni18Pd24Rh18Ru31,8,1.9796657115221024,1.3677881558736165,-0.7583209673563639,0.7394566535949707,0.5327500549425974
Co15Ni24Pd25Rh24Ru20,8,2.2058121263980865,1.5493789196014403,-0.9695642471313476,0.2972653865814208,0.5287723081066107
Co14Ni24Pd20Rh30Ru20,8,2.989052902907133,1.7832351922988892,-1.058218538761139,0.7324965000152588,0.5282591271040202
Co29Ni14Pd25Rh18Ru22,8,2.2244741544127464,1.3619611263275146,-0.8591356873512268,0.8910971879959108,0.5280921429481225
Co13Ni31Pd21Rh19Ru24,8,2.5910169035196304,1.8263559818267823,-0.9801746845245363,0.22284987994602742,0.5243657729255519
Co24Ni18Pd22Rh23Ru21,8,2.2673178613185883,1.785845935344696,-0.7382714748382568,0.27963701883951836,0.5235392842938018
Co21Ni26Pd16Rh23Ru22,8,2.462376520037651,1.6711170673370361,-0.909233808517456,0.4723038971424103,0.5210878347815435
Co10Ni21Pd22Rh23Ru32,8,1.7434130273759365,1.3539626598358154,-0.6006555080413819,0.6714370250701904,0.5210543221821549
Co18Ni20Pd21Rh23Ru26,8,2.5835139378905296,2.004851770401001,-0.9687874794006347,-0.14458930492401123,0.5207351368170025
Co18Ni18Pd18Rh28Ru26,8,2.2243933752179146,1.844001865386963,-0.7742898941040038,0.021638035774230735,0.5187556315249241
Co19Ni23Pd25Rh18Ru23,8,2.2414861544966698,1.7236068589346751,-0.8763583728245327,0.11092090606689453,0.518294439852164
Co14Ni18Pd26Rh19Ru31,8,2.4704738557338715,1.9168118000030518,-0.9590129852294922,-0.11434909701347351,0.5178685387510558
Co20Ni18Pd18Rh33Ru19,8,2.123167537152767,1.7018110275268554,-1.1508981227874757,-0.4831000566482543,0.5175955098056614
Co16Ni25Pd15Rh25Ru27,8,2.382459130138159,1.606243440083095,-1.026738444964091,0.2777525901794433,0.5175222531372436
Co18Ni25Pd21Rh21Ru23,8,2.471432499587536,1.7707957029342651,-0.7292865117390951,0.5673486789067588,0.5146571446225546
Co20Ni18Pd20Rh28Ru22,8,1.2990875989198685,1.052410078048706,-0.4421085834503174,0.9253378212451935,0.5141671084479438
Co21Ni19Pd23Rh24Ru21,8,2.6346357204020023,1.9515560070673623,-1.0978190501530964,-0.22498053312301636,0.5120728163368788
Co26Ni16Pd23Rh24Ru19,8,2.3830997236073017,1.560083270072937,-0.9209761619567871,0.532496730486552,0.5119343895474927
Co24Ni22Pd19Rh15Ru28,8,2.0670208409428596,1.649328629175822,-0.6443537076314291,0.3920358022054036,0.5100445917580374
Co24Ni23Pd23Rh21Ru17,8,2.2888310477137566,1.7429323196411133,-0.7014554738998413,0.3988273938496906,0.508513731081687
Co22Ni28Pd15Rh17Ru26,8,2.4052175506949425,1.9534525275230408,-0.7371145486831665,0.06695550680160522,0.5081947464274127
Co16Ni19Pd25Rh27Ru21,8,2.2728968895971775,1.4990989764531453,-0.8711682160695394,0.5744994163513184,0.5074893000974607
Co21Ni19Pd18Rh30Ru20,8,2.409408025443554,1.6370770931243896,-0.9184470176696777,0.3983783721923829,0.5074803881341554
Co22Ni24Pd23Rh18Ru21,8,2.039156809449196,1.9576660990715027,-1.1788066625595093,-1.2087620496749878,0.506729246111742
Co20Ni14Pd31Rh21Ru22,8,2.839896634221077,1.807678461074829,-1.2372320493062339,0.07664108276367196,0.5050229090192393
Co26Ni21Pd20Rh26Ru15,8,1.9199333414435387,1.5336471796035767,-0.5526800155639648,0.5583049569811139,0.5033904641855963
Co19Ni32Pd16Rh17Ru24,8,2.4221580624580383,1.875797510147095,-0.9164896011352535,-0.08313854535420766,0.5030825208000095
Co17Ni23Pd26Rh21Ru21,8,2.0354564487934113,1.225898802280426,-0.6432235836982727,1.1763662815093994,0.5016436554829264
Co24Ni14Pd19Rh27Ru24,8,2.3633679896593094,1.8506657282511394,-1.0215779304504393,-0.3041159063577652,0.5005137251475119
Co23Ni19Pd14Rh24Ru28,8,2.2069814205169678,1.8927571773529053,-0.9707579612731934,-0.5146767298380533,0.5004360752361998
Co24Ni23Pd19Rh25Ru17,8,1.980122771114111,1.5924002528190613,-0.6535583734512329,0.3305497566858928,0.49943218077292895
Co19Ni25Pd28Rh17Ru19,8,2.1756850332021713,1.5799025467463903,-0.9905782540639242,0.03748617172241211,0.49897498386858885
Co17Ni27Pd21Rh29Ru14,8,2.134650208055973,1.597380518913269,-0.5903506278991698,0.6239407857259116,0.4955037681481721
Co24Ni20Pd19Rh25Ru20,8,2.0991980507969856,1.9693956971168518,-0.6642678976058959,-0.3115553061167399,0.49437289293104836
Co23Ni21Pd23Rh19Ru22,8,2.0447619631886482,1.6647655963897705,-0.9354772567749023,-0.23778119257518224,0.49396966579405155
Co19Ni31Pd19Rh20Ru19,8,1.9918996840715408,1.4405720233917236,-0.7717463493347168,0.42818427085876454,0.493941504024217
Co25Ni18Pd19Rh23Ru23,8,2.145666278898716,1.5500739812850952,-0.6884996891021727,0.5545024531228202,0.4928401317088287
Co20Ni22Pd23Rh20Ru23,8,2.267823062837124,2.1454612811406455,-0.8683063507080078,-0.8141452471415201,0.4889511136318536
Co21Ni20Pd22Rh27Ru18,8,2.114398628473282,1.547589659690857,-0.7071105639139811,0.4676305225917271,0.48858223851436655
Co20Ni25Pd16Rh22Ru25,8,2.2652091309428215,1.5386464595794678,-0.8614386490413122,0.4199457168579102,0.48755100587906364
Co20Ni10Pd27Rh28Ru23,8,2.450635503977537,1.6023581981658934,-0.7495142936706543,0.7350035905838013,0.4872391650018701
Co16Ni19Pd20Rh34Ru19,8,2.1515324115753174,1.4417349497477214,-0.6556074619293214,0.815555214881897,0.48699798265762306
Co16Ni21Pd26Rh20Ru25,8,1.7667707279324532,1.6727017879486084,-0.7572146892547609,-0.3616570472717285,0.48461346639384284
Co19Ni15Pd21Rh26Ru27,8,2.516245909035206,1.5791881084442139,-1.2978797554969788,-0.0933518260717392,0.4830908548776742
Co19Ni19Pd18Rh22Ru30,8,2.6470098346471786,1.950103691646031,-0.9841054848262243,-0.13383257389068604,0.48113143767706734
Co14Ni23Pd21Rh22Ru28,8,2.190416321158409,1.633419394493103,-0.731307586034139,0.320777348109654,0.48012178416575
Co21Ni25Pd20Rh21Ru21,8,2.983813438564539,1.9517492850621543,-1.1396830876668296,0.03388237953186035,0.4766689282551797
Co13Ni20Pd31Rh21Ru23,8,2.618205711245537,1.910996389389038,-1.2493270874023437,-0.5731030941009522,0.4759297894640071
Co24Ni21Pd20Rh22Ru21,8,1.9833421781659126,1.836051607131958,-0.7810828208923339,-0.5039041042327881,0.4687908095266873
Co18Ni31Pd24Rh11Ru24,8,2.6091832295060158,1.604375918706258,-1.0572237173716228,0.33840250968933105,0.4683896022527083
Co17Ni21Pd26Rh25Ru19,8,2.9719414860010147,1.824032211303711,-1.0021146774291991,0.47555541992187506,0.4669931005378679
Co20Ni26Pd17Rh22Ru23,8,2.4481889829039574,1.7713543176651,-0.8674935499827067,0.09546512365341187,0.4651555709243459
Co24Ni17Pd28Rh17Ru22,8,2.206575036048889,1.6135972227369035,-0.5440642833709716,0.643803800855364,0.46459536898316167
Co22Ni17Pd26Rh23Ru20,8,2.199862986803055,1.7622016072273254,-0.9921451807022095,-0.44574336210886645,0.46351543216657587
Co24Ni20Pd22Rh24Ru18,8,1.8426801338791847,1.195700466632843,-0.4654897451400757,1.1191370146615165,0.46121342453894515
Co19Ni17Pd25Rh23Ru24,8,2.2032596096396446,1.5504547119140626,-0.7975476741790771,0.3131929238637288,0.46061318316603594
Co23Ni14Pd15Rh23Ru33,8,2.0582672841846943,1.6685652335484822,-0.5019676287968954,0.37296321988105774,0.45708793461928177
Co20Ni23Pd25Rh22Ru18,8,2.466946080327034,1.5271541674931843,-0.8011691570281982,0.6983087857564291,0.45703077497540723
Co24Ni15Pd16Rh29Ru24,8,2.659129846841097,1.974119305610657,-0.6964074770609537,0.22732057571411116,0.45545827264811106
Co21Ni26Pd19Rh17Ru25,8,2.3262372836470604,1.8151790618896484,-0.9061503887176513,-0.26965030034383136,0.45439709067867995
Co23Ni26Pd21Rh21Ru17,8,2.4286251291632652,1.6892295360565184,-0.6378520011901855,0.5879967510700226,0.45416929946443163
Co23Ni14Pd24Rh31Ru16,8,2.335726026445627,1.7249481081962585,-0.885297954082489,-0.04430242947169712,0.45273895046567836
Co19Ni22Pd24Rh21Ru22,8,2.7051761597394943,1.7483232816060383,-1.109411080678304,0.017492961883544746,0.45130234245677975
Co25Ni21Pd22Rh22Ru18,8,2.230444446206093,1.6180906295776367,-0.7112380027770996,0.3243696689605713,0.45129035962928343
Co17Ni23Pd20Rh27Ru21,8,1.9308985397219658,1.4925390720367433,-0.6449820041656495,0.2849573294321695,0.45095121785509623
Co19Ni21Pd28Rh24Ru16,8,2.20998864620924,1.5772782393864224,-0.7523364680153983,0.2970682212284633,0.44850446818387146
Co16Ni25Pd22Rh21Ru24,8,2.385337423533201,1.8707467317581177,-0.9631282091140746,-0.4257458150386811,0.44816401346340656
Co22Ni20Pd17Rh26Ru23,8,2.3563925698399544,1.8292274475097656,-1.0916752417882283,-0.603442112604777,0.44806363036559615
Co21Ni20Pd25Rh24Ru18,8,2.6970444917678833,1.8545304139455159,-0.8628371556599933,0.19778499603271485,0.4465300381666668
Co13Ni18Pd31Rh27Ru19,8,3.4326402470469475,2.1697813272476196,-1.0210881233215332,0.27956700325012207,0.4452294110925308
Co19Ni17Pd30Rh23Ru19,8,2.6280971616506577,1.4003035227457683,-0.9510125319163005,0.8666727542877197,0.4448661631348923
Co18Ni25Pd12Rh25Ru28,8,2.5075555741786957,1.8222312529881795,-0.954416553179423,-0.16524982452392584,0.44341331775047044
Co16Ni30Pd16Rh22Ru24,8,2.572106670588255,1.8124167919158936,-0.8743642171223959,0.07837212085723877,0.4428095333930635
Co20Ni24Pd27Rh19Ru18,8,2.906198989599943,1.899919867515564,-0.7394337654113768,0.5771689414978026,0.44004726391561644
Co21Ni17Pd30Rh16Ru24,8,2.3612359389662743,1.6216678619384766,-0.7370872497558594,0.40359656016031903,0.43974765494114315
Co24Ni18Pd15Rh25Ru26,8,2.4212899282574654,1.807314356168111,-0.6675464312235515,0.22721115748087564,0.4393750662762994
Co22Ni22Pd25Rh18Ru21,8,2.185772441327572,1.497228240966797,-0.6234297752380371,0.599419641494751,0.43615148338266974
Co18Ni26Pd20Rh25Ru19,8,3.2691881470382214,1.9374059041341147,-1.1974493662516277,0.18295741081237793,0.4350761808028752
Co16Ni19Pd15Rh28Ru30,8,2.740388359874487,2.0697572231292725,-0.9834586381912231,-0.4369041919708252,0.4345724404175175
Co21Ni16Pd20Rh25Ru26,8,2.484583057463169,1.5726847648620605,-0.9186295986175537,0.33353766373225613,0.4339595859151569
Co18Ni17Pd24Rh25Ru24,8,2.5689351744949818,1.4529455048697335,-1.0489014898027693,0.46074685454368597,0.43264312876413336
Co17Ni19Pd18Rh26Ru28,8,2.3174922950565815,1.7047227621078491,-0.7676092783610026,0.09291332108633858,0.43235820876774095
Co17Ni20Pd23Rh29Ru19,8,3.4648659378290176,2.1850900173187258,-1.2902535438537597,-0.2268146276473999,0.4319054507064155
Co19Ni23Pd18Rh19Ru29,8,2.7600674517452717,1.9157254695892334,-0.8144152164459229,0.16992692947387694,0.4284679802779383
Co16Ni26Pd23Rh25Ru18,8,2.334361106157303,1.8991550207138062,-1.0501511096954346,-0.7869773308436075,0.42743843104091556
Co20Ni23Pd31Rh20Ru14,8,2.646752290427685,1.7158194184303284,-0.9330134391784668,0.21101983388264978,0.4271081860136442
Co14Ni21Pd23Rh27Ru23,8,2.1484546214342117,1.415144145488739,-0.8377054333686828,0.30828384558359784,0.4271037136051009
Co17Ni24Pd29Rh20Ru18,8,2.738633032888174,1.824967418398176,-0.9553871949513754,0.07171695572989327,0.4260999200502399
Co25Ni21Pd17Rh15Ru30,8,2.551530107855797,2.0632315476735434,-0.6689050992329917,-0.17401142120361318,0.42537426599055145
Co21Ni21Pd21Rh29Ru16,8,2.3893157988786697,1.3444047768910725,-0.7983816464742025,0.8389765421549479,0.42503369040414374
Co21Ni21Pd22Rh23Ru21,8,2.0687941163778305,1.662548581759135,-0.9911111195882161,-0.5786567330360413,0.424288469133417
Co18Ni27Pd27Rh15Ru21,8,2.4470659494400024,1.507998561859131,-0.6394732475280761,0.8522597312927245,0.423074773107749
Co21Ni23Pd23Rh17Ru24,8,2.210918754339218,1.774474322795868,-0.847982406616211,-0.3739001274108887,0.4221208216223766
Co17Ni24Pd19Rh29Ru19,8,2.663643538951874,1.6792365312576292,-0.9629497528076171,0.23575830459594727,0.4219844665808915
Co25Ni22Pd24Rh22Ru15,8,1.5520563945174217,1.550745964050293,-0.5319836139678954,-0.27567453384399415,0.4206363462230792
Co28Ni14Pd23Rh23Ru20,8,1.7300385534763336,1.33961820602417,-0.5139616330464681,0.42316997051239014,0.41994606506979826
Co18Ni28Pd21Rh21Ru20,8,1.925343319773674,1.304534137248993,-0.6174492835998535,0.5753229141235352,0.41852110163504896
Co18Ni24Pd24Rh20Ru22,8,2.449542447924614,2.301893264055252,-1.1104331314563751,-1.5886139472325642,0.4183469966742938
Co19Ni26Pd19Rh20Ru24,8,2.4541292898356915,1.6323481400807698,-0.6987825234731038,0.4815826416015625,0.41679096317386966
Co20Ni19Pd28Rh22Ru19,8,2.6373613886535168,1.6166521906852722,-0.7088449597358704,0.7439854145050048,0.4164864427479289
Co26Ni16Pd22Rh24Ru20,8,2.236554466187954,1.81382817029953,-0.8630785942077638,-0.47502605120340985,0.4146972852249183
Co15Ni15Pd22Rh27Ru29,8,2.773241348564625,1.5091384410858155,-0.9332860469818115,0.7413813173770905,0.4121271881234825
Co23Ni26Pd19Rh22Ru18,8,2.3112571723759174,1.6607754571097237,-0.6140369687761579,0.35537668069203693,0.41167295100410906
Co19Ni21Pd22Rh24Ru22,8,2.370487615466118,2.024514079093933,-1.145727276802063,-1.2214807271957397,0.4116094268917013
Co15Ni27Pd22Rh20Ru24,8,1.8428989201784134,1.4599037170410156,-0.6494744618733724,0.05793261528015146,0.40996279139489644
Co20Ni20Pd25Rh20Ru23,8,2.22480845451355,1.6789613564809163,-0.4038654963175454,0.5571773529052735,0.4099421264023886
Co21Ni17Pd30Rh23Ru17,8,2.2335424944758415,1.3046579957008362,-0.6383065581321716,0.915217161178589,0.4079120288913872
Co15Ni28Pd26Rh21Ru18,8,3.0625248923897743,1.8945156931877136,-1.1568477153778076,-0.05563885825020936,0.40670524485724163
Co23Ni18Pd22Rh19Ru26,8,2.1183942705392838,1.5197259357997348,-0.7194711140223912,0.17680940628051758,0.40665544818174293
Co17Ni23Pd16Rh22Ru30,8,2.1880393996834755,1.5294337272644043,-0.5538514137268066,0.5341826677322387,0.4056916444565063
Co22Ni24Pd18Rh17Ru27,8,2.3007376715540886,1.6134042739868164,-0.5846567153930664,0.4594128926595052,0.4046100209082822
Co21Ni19Pd24Rh22Ru22,8,2.2336408607661724,1.5830769141515095,-0.8018800020217896,0.0541915819048881,0.4045939390410434
Co22Ni24Pd22Rh19Ru21,8,2.736473098397255,1.7848310867945354,-1.2948272705078125,-0.5235936164855958,0.40456429585446774
Co28Ni20Pd25Rh20Ru15,8,2.231039360165596,1.5317396777016776,-0.6668864658900671,0.3878779411315918,0.40452344926077866
Co22Ni21Pd28Rh18Ru19,8,2.829688400030136,1.738509734471639,-1.1629366079966226,-0.08729533354441332,0.4014915305229701
Co26Ni12Pd19Rh26Ru25,8,1.9377001151442528,1.5680102705955505,-0.4901631474494934,0.2047926982243856,0.40056163512295434
Co21Ni22Pd21Rh18Ru26,8,2.4199240431189537,1.5225780010223389,-0.9810338020324707,0.09347951412200928,0.3978821266026138
Co22Ni24Pd30Rh14Ru18,8,3.0584395974874496,1.7135487397511802,-1.360005299250285,-0.08303129673004128,0.3973277709882838
Co20Ni22Pd17Rh28Ru21,8,2.297628201544285,1.4321087087903706,-0.7828540120806012,0.4439951181411743,0.3955803979898384
Co24Ni15Pd27Rh22Ru20,8,2.0086134746670723,1.3256532192230224,-0.5663694381713869,0.63627564907074,0.3943670462703853
Co16Ni23Pd20Rh21Ru28,8,2.5134639516472816,2.1038917303085327,-0.5242643356323242,-0.18836373090744007,0.39322114051208223
Co15Ni21Pd20Rh31Ru21,8,2.5303849689662457,1.7319689750671388,-0.9902643680572509,-0.2173203349113466,0.39290574596154837
Co19Ni15Pd32Rh21Ru21,8,2.1732340529561043,1.2702261805534363,-0.6655655929020473,0.7929581006368002,0.39233792368202064
Co18Ni19Pd23Rh24Ru24,8,2.089778643101454,1.5578571047101701,-0.7924837725503104,-0.13205844163894653,0.39024848063492606
Co27Ni18Pd21Rh20Ru22,8,2.3858261294662952,1.9119232296943665,-0.6233487129211426,-0.17473043714250844,0.38553263010339084
Co23Ni15Pd24Rh23Ru23,8,2.4725725166499615,1.6467008193333943,-0.7587768236796061,0.24601426720619196,0.385193957402269
Co21Ni18Pd20Rh24Ru25,8,2.1425960920751095,1.6084589958190918,-0.7192105293273925,-0.05698914527893084,0.3851278089624525
Co23Ni16Pd22Rh23Ru24,8,2.244917146861553,1.652250623703003,-0.6892966270446779,0.0443160057067872,0.38496083964969396
Co21Ni13Pd31Rh20Ru23,8,2.6225874796509743,1.3218140602111816,-0.7003307342529301,1.2030781110127766,0.3833972932935438
